AUC_Ctot,Final_Ctot
28.22774547444146,10.685494349017878
39.84842175829269,18.045055003200577
40.64887823525062,18.553099099341075
30.880323823209554,12.168843931844268
46.922941562994886,23.392898518373514
28.277671080606023,9.99005997112048
48.948188272201634,24.15679122854312
40.57415556230016,18.76039382911861
33.98590543379177,13.28297642404943
30.14911220494643,12.072028129005231
25.59003888131339,8.952912228235409
29.96940539676329,10.209051584612258
28.658739134095743,11.105654603004924
42.14121449113494,19.441151599857722
33.90153846184659,12.96942261357637
34.96710251241597,14.28117173457695
41.00093677638886,18.544357168131224
27.350761900462977,10.092592641581572
30.275118224945054,11.41998746150931
42.448376632347866,20.60304759457029
35.35894248817303,14.835249329629374
39.73353485305671,16.962286504876953
29.78560965512325,11.232250707565868
45.303812263889526,21.349444497459455
29.541265798183854,10.965568799739751
46.282941631264016,22.308811739067647
26.28455077508386,8.762697318093048
32.74667084554824,13.460838020320457
32.876252334222485,13.180049137262795
29.025968418417172,11.069104831615869
42.533445016690976,18.636862850126676
36.48058660679348,15.271633267891186
28.305793986890183,10.083560299239203
54.69291824239862,29.193473594644107
57.69664425035458,31.526684874435286
37.6647296784006,16.268693285994175
27.90975722629637,9.385682676924938
52.89761932774128,27.839691593166823
33.65643698295173,13.42403038639362
39.905823651362724,18.125511961716413
43.414787589889045,20.812304400185262
26.683169454994786,9.129699240695194
37.21314064064324,16.801333611335693
29.591085858385618,10.252115147107284
33.45219809934156,13.997397197754829
39.28016950376649,18.454980953446366
30.167458403143403,11.071296225383456
27.28165487992114,9.334570119069733
27.577297675120505,9.694535051575398
33.41159147474629,12.739897984986218
45.133389625097294,21.421896709791227
30.01589825897416,11.98294592492085
48.762325518149424,23.926834557881875
28.54777909047754,10.39778514258443
51.73379154561003,28.902489098272167
43.33092096634132,21.829227598465714
44.21854170707355,21.583865750547794
35.25000371790736,15.103405547186837
30.60471979181708,11.69581639809266
24.731128497133447,8.135998380543448
33.88555921862401,14.199794964082804
30.070870010883542,10.637860420564213
25.70150463826772,9.103508926329159
30.137269081903085,11.315790042595317
23.38663025286252,7.833445675553952
42.110636149890446,19.910200665812056
49.865019959010894,24.439887177927112
50.484965905015585,24.924282553685263
31.795488460301698,12.507845809484653
51.198589390779624,26.171941853459884
43.44062998309908,20.840304125089524
45.077349112629406,21.2474517094478
39.699244663317934,17.9991933979063
30.058610725381385,11.235254602343362
49.253882610523966,24.04283760792279
36.53131584924275,15.37007472885168
47.4077206144655,22.434413946089215
37.12525864137811,15.127237109264982
45.629214165685745,21.735331077240748
30.621807832659723,12.478405091686163
48.98214939144192,25.583715799990564
55.46479279289764,29.9137366729758
48.136526390807006,23.27665507140663
37.58565651713159,15.423114453136227
32.60137743352709,12.939258551582746
35.66076077386719,14.985047597255399
