AUC_T,Final_T
64.14824526131818,37.0139248796803
67.51012315098255,38.15300075238623
55.93599741916812,30.5259124322037
61.21774414372604,34.14629191157059
80.10349935721548,37.21996638621541
68.23670226057014,36.686816965449786
85.49646263971844,50.82952119605887
44.155705999927136,23.558785162162124
37.88376842998893,19.933484339922437
27.962085563995725,13.197627622027058
50.53312193909584,28.542047465865384
84.94732954505344,47.190961538122174
60.58345377157668,35.11467082562981
43.27766437167461,21.815219124435846
67.38911747148803,40.35179929863034
40.419822815837165,21.504932525477447
46.274365688196795,24.766991721525397
56.253109417552636,33.8842416576971
82.60496308215761,46.24109245246687
32.71053112885255,16.959591903916206
55.588452961552235,31.186380683307224
76.74709168045194,40.57525938186919
58.47366439991163,33.204132139735265
42.93422460922693,21.30108508471497
49.42472759152059,29.802198372235374
53.122744435800186,33.77061609066259
82.46871409212069,50.63354118208326
77.07246387226103,40.835155455000944
61.81902489732529,36.69318796613787
53.25820947130839,30.285980477875547
80.33598160977746,43.940646718332815
34.01215647602651,16.23429173708721
70.19922080865119,40.124540412811875
56.13044226786711,36.34708528988005
60.13117828644344,32.50473226887254
72.23665307572156,39.717800458431114
37.60755476754855,21.477017551980293
74.34368849949068,43.98517318248775
88.18386016140535,46.061695693934126
82.07575514963689,41.359720980624815
34.266137862616404,17.28094771636734
81.29136519176224,44.43009365873664
34.22154458486059,17.71782459111804
106.97731166999685,47.75052590095403
74.54091501610534,39.90376814048274
63.617744590253885,35.01531917063711
59.23111755840655,31.13979559841964
52.08032944814904,30.73308583024488
57.85834045551442,36.3531691684726
64.57513718856265,31.034735622136488
40.57686550153487,19.38162599905318
55.91538983335943,28.811128279617478
81.99554509161499,45.84527403004177
71.4356070805248,34.32606354035587
79.0622009181907,32.79849521021968
28.20610481735631,12.172044606235852
76.05636551484159,40.95818446302202
88.55674860181627,43.66166321160744
62.63713200021945,30.403125675809793
79.9390377380527,36.53382061704128
57.60636280547535,32.39314379999625
35.028321742507245,20.49846024284308
26.815680004304916,12.499541755940175
44.84938686230741,23.088728828965678
51.30303198770316,28.20759096006792
20.746330089684744,8.260625767827726
36.63442477028448,18.915381928282393
110.39001704427866,54.63384919444838
79.86966525097323,44.64225673475285
37.03533204902971,19.123316636886564
89.26123835104067,46.227772947046205
36.152917928211735,18.384504748898156
53.94320978494588,26.675601849268975
79.32587285508151,36.050647196885535
57.95511666139876,27.54380574352768
65.35069463401867,37.883279186182996
130.60144432279338,62.7687544198162
74.70110166417729,38.343350591728644
30.491262949382087,14.177309712170992
30.42671566802329,14.28299870289114
57.480600435342765,29.395380279071954
89.45961594777519,46.98704753336941
74.20427986557942,38.86211680610273
39.786953061506075,24.50031295481943
81.85886785964291,43.24284775702954
52.802907023049315,26.882884926084937
89.92847910434693,42.0051285417723
68.69577159419234,42.664808364543305
73.32155108855594,39.563263648217244
25.67367806215053,11.83501044313166
31.233844820102505,15.11052919806148
51.48490897747151,27.791504848119363
40.823839395722125,22.542878524105515
54.74673928744838,28.753926551029522
21.02758465938149,7.666679666871091
60.580164323183304,35.37743903289346
38.909401939016234,20.93122303912264
39.273297423676915,18.825948369952354
52.84150503449404,28.12518547154477
38.77121649722291,19.48321620583967
63.05605717237106,33.88510134866882
71.22832779697528,34.692694537453775
39.959108585541486,23.197876115283723
82.14389749279286,45.48550670132778
54.971263283053574,35.05358750282697
65.20689868197726,32.6531559408632
29.65624641782759,14.087323021549086
40.85179908077144,23.585745071545578
99.80984409445021,51.476098229257715
27.87372425378466,13.05346735189491
59.154019957809155,26.727411993725234
75.13186987169692,39.64780697277193
61.67524272466294,34.512102635931555
62.95276405232115,40.3735019725222
56.14966413285929,29.88218149280507
70.53309486057933,38.74946414927753
69.94218162125519,32.6320145169037
40.80365209979833,23.318793325321145
29.274904877994416,14.653243061414186
48.549280005216005,23.89265234783231
34.878471129617715,17.880736378960012
44.853526662954685,25.701874085116426
60.02924495893863,31.895355047687065
74.78986071422372,39.09024495857757
53.3301447347649,32.248330923009014
64.1443101503113,33.94326639108978
59.308462328921905,30.909101286976252
55.66870696589727,33.8629992961393
39.91778835408556,20.3782220843652
42.8832243571385,22.449953243795196
80.01444790437506,36.43394696994408
37.23751653508515,21.983564929449322
56.831586001214596,27.324106515790533
53.376662161720205,29.467260978004763
92.14744805887901,40.21564529222567
51.540091977207915,26.003563374929012
61.15226077770182,29.704242842014743
85.28088704676125,49.82839906582194
69.62466252718283,36.82174387341767
73.60789436611148,40.20635086120134
63.00792172275452,32.155927159119486
17.6614774187455,6.126201570020617
40.84804394460933,21.093951116412597
73.56809424657725,39.027827586821026
91.37223352652767,44.88267724169049
33.96825104592696,16.92890915966655
89.8115928304314,48.74946942319493
32.837149870954896,15.903891941272922
94.38027431822353,40.052532880705826
46.43568677662756,27.630853552150345
46.7239697591457,26.36705005570518
65.75727171156237,38.271664372693664
62.925920138186555,30.3477904233545
39.4660911789533,21.038163470187197
47.800093987225026,26.302097388863242
45.40258508136914,23.218993364571723
65.57718862783226,32.245125731876364
78.27687505920065,42.48098207397658
53.41983322777598,30.51867754574959
68.87284851606748,40.6837865433464
59.448970484018076,32.99113573238459
60.80713885878349,33.54847122040603
56.73203991385013,28.593683362993872
34.47377641774759,14.630495125547656
16.19648718030107,5.202371959437437
60.048154605874586,33.530546473361085
22.75254959541998,8.717723332782752
40.987562261840544,21.698681257365894
104.55437126615705,52.694924258462855
38.669769261358624,19.54361971782988
62.95027652709196,32.257968669289696
73.47100973903164,38.3854241842217
48.43025509526892,26.927298221659317
80.12782173001605,35.04161202302881
51.82736228380867,25.74643202730208
